"";"IDU";"PMID";"study.name";"author_name";"type_Obsv_0_trial_1";"mono0_multi1";"published";"number_follow_up";"d_adm_dis";"rehosp_30_all.cause_all";"death_30_all";"rehosp_365";"death_365";"number_ttt";"all_gender_male";"TIME";"EF_all";"HF_all_n";"all_HT_n";"all_DM_n";"all_CAD.IHD_n";"all_COPD_n";"all_Afib_n";"all_ACE_ARB_adm_n";"all_ACE_ARB_adm_rate";"A_all_diuretic_n";"A_all_diuretic_rate";"A_all_digoxin_n";"A_all_digoxin_rate";"A_all_B_n";"A_all_B_rate";"SBP_all";"AGE_all";"HR_all";"all_gender_male_rate";"country1";"country2";"country3";"country4";"country5";"country6";"country7";"country8";"country9";"country10";"country11";"country12";"country13";"country14";"country15";"country16";"country17";"country18";"country19";"country20";"country21";"country22";"country23";"country24";"country25";"country26";"country27";"country28";"country29";"country30";"country31";"continent";"multicontinent"
"190";"28982652_van_den_Berge";28982652;"Short- and Long-term Prognosis of Patients With Acute Heart Failure With and Without Diabetes: Changes Over the Last Three Decades";"van_den_Berge";0;0;2017;1810;"0";NA;263;NA;NA;1810;1153;1996;NA;886,9;597,3;384;NA;NA;398,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,5;NA;0,637016574585635;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"191";"29124524_Formiga";29124524;"High comorbidity, measured by the Charlson Comorbidity Index, associates with higher 1-year mortality risks in elderly patients experiencing a first acute heart failure hospitalization.";"Formiga";0;0;2017;897;"1";NA;86;NA;239;897;390;2014;NA;0;771,92;340,14;212,8;194,67;339,93;NA;NA;NA;NA;NA;NA;NA;NA;138,072798216277;80,2;87,1206800445931;0,434782608695652;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"192";"29154416_Buggey";29154416;"Left ventricular global longitudinal strain in patients with heart failure with preserved ejection fraction: outcomes following an acute heart failure hospitalization";"Buggey";0;0;2017;463;"1";32;16;67;97;463;177;2008;NA;NA;440,78;276,87;306,04;82,88;244,93;302,8;0,653995680345572;NA;NA;NA;NA;379,2;0,819006479481641;130;69;NA;0,382289416846652;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"193";"29265710_Al_Omary";29265710;"Outcomes following heart failure hospitalization in a regional Australian setting between 2005 and 2014";"Al_Omary";0;1;2017;10840;"0";2168;1409;6287;3469;12114;5936;2010;NA;NA;5209,02;2786,22;3391,92;2422,8;3755,34;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;NA;0,490011556876341;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"194";"29622977_Abdellah";29622977;"Clinical and laboratory characteristics of short-term mortality in Egyptian patients with acute heart failure";"Abdellah";0;0;2017;120;"1";NA;10;NA;NA;120;67;2012;NA;NA;42;51,96;87;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;124,2;59,3;NA;0,558333333333333;"Singapore";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"195";"9605779_Jaagosild";9605779;"Outcomes of acute exacerbation of severe congestive heart failure: quality of life, resource use, and survival. SUPPORT Investigators. The Study to Understand Prognosis and Preferences for Outcomes and Risks of Treatments.";"Jaagosild";0;1;1998;1390;"0";NA;135;NA;535;1390;858;1992;NA;1390;NA;451,75;NA;275,22;NA;882,65;0,635;1245,44;0,896;850,68;0,612;82,01;0,059;NA;68;NA;0,61726618705036;"Turkey";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"196";"9826315_Senni";9826315;"Congestive heart failure in the community: a study of all incident cases in Olmsted County, Minnesota, in 1991.";"Senni";0;1;1998;216;"0";NA;NA;NA;52;216;125;1991;NA;0;112,32;NA;86,4;49,68;51,84;NA;NA;NA;NA;NA;NA;NA;NA;NA;77,3;NA;0,578703703703704;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"197";"9930041_Cline";9930041;"Cost effective management programme for heart failure reduces hospitalisation";"Cline";1;0;1998;190;"0";NA;NA;90;55;190;101;1992;33,9736842105263;NA;57,02;41,09;101,03;NA;72,44;42,03;0,221210526315789;136,98;0,720947368421053;58,39;0,307315789473684;19,05;0,100263157894737;NA;75,6;NA;0,531578947368421;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"198";"10768897_Cowie";10768897;"Survival of patients with a new diagnosis of heart failure: a population based study.";"Cowie";0;0;2000;220;"0";NA;42;NA;84;220;118;1996;NA;0;96,8;35,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;140;76;100;0,536363636363636;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"199";"23539659_Rossi";23539659;"Importance of the time of initiation of mineralocorticoid receptor antagonists on risk of mortality in patients with heart failure.";"Rossi";0;0;2015;689;"1";NA;NA;NA;69;NA;376;2009;35,4671532846715;NA;269,71;120,01;NA;NA;126,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;72,5328467153285;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"200";"9674621_Chin";9674621;"Gender differences in 1-year survival and quality of life among patients admitted with congestive heart failure.";"Chin";0;0;1998;259;"0";NA;NA;NA;59;NA;NA;1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"201";"9732905_Dahle";9732905;"Impact of a nurse practitioner on the cost of managing inpatients with heart failure.";"Dahle";0;0;1998;215;NA;32;NA;NA;NA;215;162;1996;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54,0790697674419;NA;0,753488372093023;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"202";"16219900_Skrepnek";16219900;"Incremental effects of concurrent pharmacotherapeutic regimens for heart failure on hospitalizations and costs.";"Skrepnek";0;1;2005;1903;NA;NA;NA;1167;NA;1903;929;1998;NA;NA;NA;477,65;NA;NA;452,91;NA;NA;NA;NA;NA;NA;NA;NA;NA;69,4;NA;0,488176563321072;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"203";"19157162_Roik";19157162;"Statin therapy and mortality among patients hospitalized with heart failure and preserved left ventricular function--a preliminary report.";"Roik";0;0;2008;146;NA;NA;1;NA;13;146;77;2002;53;NA;102,93;30,66;NA;10,22;51,1;118,26;0,81;93,44;0,64;10,95;0,075;124,1;0,85;NA;68;NA;0,527397260273973;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"204";"12595848_Indridason_(a)";12595848;"Is specialty care associated with improved survival of patients with congestive heart failure?";"Indridason_(a)";0;1;2003;11661;"1";NA;NA;NA;2682;NA;11661;1992;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67,5;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"205";"12595848_Indridason_(b)";12595848;"Is specialty care associated with improved survival of patients with congestive heart failure?";"Indridason_(b)";0;1;2003;10142;"1";NA;NA;NA;2840;NA;10142;1994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"206";"12767667_Nohria";12767667;"Clinical assessment identifies hemodynamic profiles that predict outcomes in patients admitted with heart failure.";"Nohria";0;0;2003;452;"0";NA;NA;NA;117;452;313;1998;25,8;221,48;NA;NA;NA;NA;NA;329,96;0,73;361,6;0,8;302,84;0,67;117,52;0,26;111,869469026549;55,4;86,4513274336283;0,692477876106195;"Sweden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"207";"12798837_Wright";12798837;"Uptake of self-management strategies in a heart failure management programme.";"Wright";1;0;2003;197;"1";NA;NA;NA;43;197;119;1996;32,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;124,9;NA;80;0,604060913705584;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"208";"17643574_Setoguchi";17643574;"Repeated hospitalizations predict mortality in the community population with heart failure.";"Setoguchi";0;1;2007;14374;"0";NA;1725;NA;4887;14374;7762;2002;NA;NA;10205,54;5174,64;6755,78;3449,76;5174,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;77;NA;0,540002782802282;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"209";"17670760_Tabrizi";17670760;"Influence of left bundle branch block on long-term mortality in a population with heart failure.";"Tabrizi";0;1;2007;21685;"0";NA;NA;NA;6296;21685;11976;1999;NA;10900,17;8062,13;5967,77;NA;2593,12;7615,54;8913,65;0,411051418030897;14047,15;0,647781876873415;5020,93;0,231539312889094;9744,48;0,449364998847129;NA;74,9837445238644;NA;0,552271155176389;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"210";"19219395_Gorelik";19219395;"Clinical variables affecting survival in patients with decompensated diastolic versus systolic heart failure.";"Gorelik";0;0;2009;473;"0";NA;NA;NA;109;473;268;2004;41,2;NA;371,78;221,84;357,12;124,87;103,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;73,4;NA;0,566596194503171;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"211";"22908143_Yeung_(a)";22908143;"Trends in the incidence and outcomes of heart failure in Ontario, Canada: 1997 to 2007.";"Yeung_(a)";0;1;2012;20039;"0";3427;3306;9719;6833;20039;9819;1998;NA;NA;7153,92;5230,18;10901,22;5109,94;4588,93;NA;NA;NA;NA;NA;NA;NA;NA;NA;76;NA;0,489994510704127;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"212";"22908143_Yeung_(b)";22908143;"Trends in the incidence and outcomes of heart failure in Ontario, Canada: 1997 to 2007.";"Yeung_(b)";0;1;2012;21418;"0";3470;3577;10216;7346;21418;NA;2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"213";"22908143_Yeung_(c)";22908143;"Trends in the incidence and outcomes of heart failure in Ontario, Canada: 1997 to 2007.";"Yeung_(c)";0;1;2012;22000;"0";3476;3454;10208;7150;22000;NA;2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"214";"22908143_Yeung_(d)";22908143;"Trends in the incidence and outcomes of heart failure in Ontario, Canada: 1997 to 2007.";"Yeung_(d)";0;1;2012;18920;"0";2952;3046;8779;6357;18920;NA;2004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"215";"22908143_Yeung_(e)";22908143;"Trends in the incidence and outcomes of heart failure in Ontario, Canada: 1997 to 2007.";"Yeung_(e)";0;1;2012;17906;"0";2829;2972;8129;6142;17906;NA;2006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"216";"22908143_Yeung_(f)";22908143;"Trends in the incidence and outcomes of heart failure in Ontario, Canada: 1997 to 2007.";"Yeung_(f)";0;1;2012;17262;"0";2745;2814;7854;5973;17262;8320;2008;NA;NA;8147,66;5972,65;7595,28;3883,95;5213,12;NA;NA;NA;NA;NA;NA;NA;NA;NA;78;NA;0,481983547676978;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"217";"20370326_Baggish";20370326;"New York Heart Association class versus amino-terminal pro-B type natriuretic peptide for acute heart failure prognosis.";"Baggish";0;1;2010;720;"0";NA;NA;NA;225;720;370;2004;NA;374,15;458,95;NA;380,05;208,28;250,76;NA;NA;432,75;0,601041666666667;NA;NA;NA;NA;NA;74,8708333333333;93,2681944444444;0,513888888888889;"China";"South.Korea";"Taiwan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";"No"
"218";"21296322_Michtalik";21296322;"Acute changes in N-terminal pro-B-type natriuretic peptide during hospitalization and risk of readmission and mortality in patients with heart failure.";"Michtalik";0;1;2011;217;"1";28;NA;86;48;217;108;2006;30;NA;151,9;104,16;93,31;49,91;65,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,3;NA;0,497695852534562;"Canada";"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";"No"
"219";"21467294_Shah";21467294;"Characteristics and outcomes of very elderly patients after first hospitalization for heart failure.";"Shah";0;1;2011;21397;"1";3458;2184;NA;7937;21397;20843;2004;NA;10998,06;15897,97;5670,2;8516,01;5306,46;5734,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;NA;0,974108519885965;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"220";"23336425_Barsuk";23336425;"A diuretic protocol increases volume removal and reduces readmissions among hospitalized patients with acute decompensated heart failure.";"Barsuk";0;0;2013;596;NA;166;14;NA;NA;596;306;2010;NA;NA;NA;NA;NA;NA;NA;275,79;0,462734899328859;NA;NA;103,24;0,173221476510067;493,21;0,82753355704698;134,794966442953;66,9036912751678;NA;0,513422818791946;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"221";"26519995_Costanzo";26519995;"Aquapheresis Versus Intravenous Diuretics and Hospitalizations for Heart Failure.";"Costanzo";1;1;2016;213;"1";67;NA;NA;NA;221;157;2013;36,5;219,9;188,96;139,23;137,9;73;NA;64,09;0,29;123,1;0,557013574660634;30,06;0,136018099547511;115,36;0,521990950226244;122,3;67;78;0,710407239819005;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"222";"27631119_Dunlay";27631119;"Patient Activation in Acute Decompensated Heart Failure.";"Dunlay";0;1;2017;302;"1";64;21;NA;NA;302;173;2014;NA;NA;251,57;137,11;NA;82,14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77,3;NA;0,572847682119205;"Germany";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"223";"27654854_Felker";27654854;"Efficacy and Safety of Tolvaptan in Patients Hospitalized With Acute Heart Failure.";"Felker";1;1;2017;257;"1";NA;16;NA;NA;257;170;2014;33;NA;NA;141,35;143,92;NA;133,64;156,77;0,61;NA;NA;NA;NA;231,3;0,9;118;65;80;0,66147859922179;"Australia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oceania";NA
"224";"23570474_Stiell";23570474;"A risk scoring system to identify emergency department patients with heart failure at high risk for serious adverse events.";"Stiell";0;1;2013;342;"0";NA;4;NA;NA;559;315;2008;NA;371,18;352,17;216,89;NA;82,17;207,95;256,02;0,457996422182469;413,1;0,738998211091234;77,14;0,137996422182469;361,11;0,645992844364937;141,8;76;82,4;0,56350626118068;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"225";"25438912_Caughey";25438912;"Outcomes of patients with anemia and acute decompensated heart failure with preserved versus reduced ejection fraction (from the ARIC study community surveillance).";"Caughey";0;1;2014;15461;"0";NA;1759;NA;5555;15461;7421;2008;41,5246103098118;NA;8601,12;7024,83;7260,19;5127,49;NA;6219,95;0,402299333807645;11134,37;0,720158463230063;NA;NA;10107,71;0,65375525515814;141,051096306837;76;NA;0,479981889916564;"Turkey";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"226";"25890356_Inouye";25890356;"Predicting readmission of heart failure patients using automated follow-up calls.";"Inouye";0;0;2015;1095;"1";244;NA;NA;NA;NA;NA;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"227";"25694226_Selim";25694226;"Mortality and readmission rates in patients hospitalized for acute decompensated heart failure: a comparison between cardiology and general-medicine service outcomes in an underserved population.";"Selim";0;0;2015;7211;"1";1448;262;NA;NA;7516;3375;2006;47,7026077700905;NA;6420,74;4119,46;4849,8;NA;2748,78;4323,68;0,575263437998936;NA;NA;NA;NA;4653;0,61907929749867;139,85524215008;71,1795902075572;81,6184140500266;0,449042043640234;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"228";"25724302_Huynh";25724302;"Roles of nonclinical and clinical data in prediction of 30-day rehospitalization or death among heart failure patients.";"Huynh";0;0;2015;1537;"1";293;97;NA;NA;977;484;2010;NA;0;683,9;341,95;NA;361,49;459,19;722,98;0,74;908,61;0,93;214,94;0,22;527,58;0,54;123;80;78;0,49539406345957;"Switzerland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"229";"26840122_Ghith";26840122;"Short Term Survival after Admission for Heart Failure in Sweden: Applying Multilevel Analyses of Discriminatory Accuracy to Evaluate Institutional Performance.";"Ghith";0;1;2016;36943;"1";NA;3312;NA;NA;NA;NA;2008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"230";"26840627_Freedland";26840627;"Depression and Multiple Rehospitalizations in Patients With Heart Failure.";"Freedland";0;0;2016;662;"1";127;NA;451;122;662;320;1996;34,9;446,19;NA;285,98;NA;156,89;NA;483,26;0,73;NA;NA;NA;NA;119,82;0,180996978851964;NA;66,2;NA;0,483383685800604;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"231";"26841333_Bress";26841333;"Pharmacotherapy Treatment Patterns, Outcomes, and Health Resource Utilization Among Patients with Heart Failure with Reduced Ejection Fraction at a U.S. Academic Medical Center.";"Bress";0;1;2016;989;"0";NA;NA;339;167;989;74;2010;27,3;989;652,74;385,71;NA;NA;445,05;524,17;0,53;662,63;0,67;NA;NA;781,31;0,79;115;65;82;0,0748230535894843;"Saudi.Arabia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"232";"28682895_Castello";28682895;"Acute decompensated heart failure in the emergency department: Identification of early predictors of outcome.";"Castello";0;0;2017;530;"0";94;50;NA;NA;530;240;2013;NA;NA;365,7;174,9;NA;169,6;254,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;82;85;0,452830188679245;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"233";"28238219_Alvarez";28238219;"Prevalence of in-hospital nonsteroidal antiinflammatory drug exposure in patients with a primary diagnosis of heart failure.";"Alvarez";0;0;2017;9742;"0";2081;NA;NA;NA;9742;5190;2012;NA;NA;NA;4578,88;NA;4350,17;3694,42;NA;NA;NA;NA;NA;NA;NA;NA;137;69,8817491274892;80,6906590022583;0,532744816259495;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"234";"18722158_Paul";18722158;"Diagnostic and prognostic significance of plasma N-terminal-pro-brain natriuretic peptide in decompensated heart failure with preserved ejection fraction.";"Paul";0;0;2008;133;"0";34;8;NA;NA;133;70;2003;43;95,76;NA;NA;76,12;NA;NA;74,33;0,558872180451128;NA;NA;35,5;0,266917293233083;36,21;0,272255639097744;NA;74,3834586466165;NA;0,526315789473684;"Nigeria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Africa";NA
"235";"19234309_Gustafsson";19234309;"Incidence and predictors of hospitalization or death in patients managed in multidisciplinary heart failure clinics.";"Gustafsson";0;1;2009;4012;"0";NA;NA;1565;401;4012;2849;2004;NA;NA;NA;682,04;2367,08;NA;NA;3169,48;0,79;2688,04;0,67;922,76;0,23;2768,28;0,69;129;NA;75;0,71011964107677;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"236";"28318656_Bonsu";28318656;"Clinical characteristics and prognosis of patients admitted for heart failure: A 5-year retrospective study of African patients,";"Bonsu";0;0;2017;1488;"1";NA;NA;NA;144;1488;679;2011;52,9;NA;910,66;339,26;151,78;32,74;308,02;NA;NA;NA;NA;NA;NA;NA;NA;134,4;60,3;70,9;0,456317204301075;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"237";"28320381_Korda";28320381;"Variation in readmission and mortality following hospitalisation with a diagnosis of heart failure: prospective cohort study using linked data,";"Korda";0;1;2017;5074;"1";1066;188;NA;NA;5074;2927;2007;NA;1167,02;NA;1217,76;NA;NA;1420,72;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;NA;0,57686243594797;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"238";"9892327_Senni_(a)";9892327;"Congestive heart failure in the community: trends in incidence and survival in a 10-year period,";"Senni_(a)";0;1;1999;107;"1";NA;NA;NA;30;107;61;1981;NA;NA;51,36;14,98;62,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75;NA;0,570093457943925;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
